frame,time_s,forehead_curvature_px,left_cheek_curvature_px,right_cheek_curvature_px,left_chin_curvature_px,right_chin_curvature_px,rigid_curvature_px,local_peak_curvature_px,rigid_velocity_px,hood_curvature_px,face_to_hood_curvature_ratio,curvature_velocity_ratio,robust_z
203,8.120,2.395519,4.444474,2.304865,4.089622,1.020982,2.395519,4.444474,2.111221,0.010345,9.582078,0.981679,0.512006
204,8.160,1.676646,3.826283,1.677948,3.035377,1.526786,1.677948,3.826283,1.994647,0.012479,6.711792,0.817341,0.047420
205,8.200,0.800952,2.228451,0.744051,3.414151,1.476786,1.476786,3.414151,1.901786,0.016814,5.907143,0.758019,-0.082821
206,8.240,1.553727,5.075621,1.248810,10.812264,2.994643,2.994643,10.812264,0.844568,0.035567,11.978572,2.180814,0.899904
207,8.280,1.781126,5.124537,1.354839,11.114151,2.268750,2.268750,11.114151,2.515179,0.046831,9.075000,1.350548,0.429930
208,8.320,1.175456,2.495505,0.668958,4.562264,0.945089,1.175456,4.562264,1.340404,0.008079,4.701824,0.609742,-0.277915
209,8.360,1.387589,2.805130,1.052353,2.865566,0.468304,1.387589,2.865566,1.208491,0.008424,5.550357,1.088777,-0.140571
210,8.400,1.962728,5.109995,2.090693,3.644340,0.870089,2.090693,5.109995,1.413759,0.013645,8.362771,1.594580,0.314648
211,8.440,2.606265,6.580645,2.848228,5.007075,1.561161,2.848228,6.580645,2.053411,0.006240,11.392914,1.642970,0.805109
212,8.480,2.661380,7.404019,3.175833,5.109434,1.495982,3.175833,7.404019,2.707298,0.007011,12.703332,1.334185,1.017214
213,8.520,2.350317,6.886039,3.131148,4.935377,1.238839,3.131148,6.886039,2.800899,0.007570,12.524590,1.136905,0.988283
214,8.560,2.454401,8.604971,4.388683,11.918868,3.096429,4.388683,11.918868,2.543363,0.008325,17.554733,1.642391,1.802465
215,8.600,3.026368,10.397144,6.375198,18.971699,4.019197,6.375198,18.971699,3.791645,0.032085,25.500793,2.012688,3.088620
216,8.640,2.354282,8.360126,4.981227,21.701416,5.292411,5.292411,21.701416,4.979112,0.033218,21.169643,1.206831,2.387577
217,8.680,0.889175,2.917504,2.646483,10.169339,2.524554,2.646483,10.169339,2.745089,0.016864,10.585934,0.685245,0.674491
218,8.720,0.179223,0.928609,0.400053,3.611793,0.703125,0.703125,3.611793,0.858805,0.015731,2.812500,0.390203,-0.583722
219,8.760,0.142546,0.819143,0.418033,2.346698,0.244196,0.418033,2.346698,0.464305,0.026552,1.672131,0.631894,-0.768303
220,8.800,0.087629,0.725542,0.166314,1.904717,0.223214,0.223214,1.904717,0.377232,0.009787,0.892857,0.446429,-0.894437
221,8.840,0.076130,0.552353,0.389741,1.229245,0.114732,0.389741,1.229245,0.089732,0.009507,1.558964,0.779482,-0.786620
222,8.880,0.077716,1.181650,0.700159,1.629717,0.440625,0.700159,1.629717,0.449233,0.013136,2.800635,1.400317,-0.585643
223,8.920,0.223830,1.356954,0.979112,2.533019,0.599554,0.979112,2.533019,0.825754,0.035041,3.916446,1.535877,-0.405037
224,8.960,0.202617,0.642517,0.784241,2.140094,0.352679,0.642517,2.140094,0.855103,0.065895,2.570069,0.764512,-0.622962
225,9.000,0.131840,0.424114,0.272871,0.545283,0.062054,0.272871,0.545283,0.382866,0.035025,1.091486,0.440837,-0.862287
226,9.040,0.167129,0.428080,0.315442,0.496698,0.085268,0.315442,0.496698,0.423057,0.025287,1.261766,0.630883,-0.834725
227,9.080,0.149881,0.306452,0.272078,0.426887,0.078571,0.272078,0.426887,0.231132,0.012414,1.088313,0.544157,-0.862800
228,9.120,0.134021,0.344262,0.250661,0.265566,0.187054,0.250661,0.344262,0.264939,0.006486,1.002644,0.501322,-0.876667
229,9.160,0.055710,0.214437,0.218932,0.234434,0.093304,0.214437,0.234434,0.171429,0.005862,0.857747,0.428874,-0.900120
230,9.200,0.053925,0.352988,0.221047,0.721226,0.628571,0.352988,0.721226,0.244315,0.003120,1.411951,0.705976,-0.810416
231,9.240,0.402657,0.942359,0.708620,2.097641,0.732589,0.732589,2.097641,0.456372,0.007635,2.930357,1.465179,-0.564646
232,9.280,0.940325,1.565045,1.042306,2.796698,1.167411,1.167411,2.796698,1.337946,0.009376,4.669643,1.301230,-0.283124
233,9.320,1.458763,3.098890,2.585405,2.672642,1.107589,2.585405,3.098890,1.622321,0.010509,10.341619,1.746737,0.634946
234,9.360,2.121729,3.811211,2.842412,2.012264,0.863393,2.121729,3.811211,2.492861,0.019015,8.486916,1.031171,0.334742
235,9.400,2.693894,6.299048,4.390534,2.704245,0.893304,2.704245,6.299048,2.292438,0.021970,10.816981,1.130231,0.711888
236,9.440,3.433386,7.799048,5.113961,6.215566,0.924107,5.113961,7.799048,3.499057,0.036962,20.455843,1.766025,2.272041
237,9.480,3.257534,7.923585,4.566367,9.372642,1.241964,4.566367,9.372642,3.406928,0.028292,18.265469,1.322438,1.917505
238,9.520,2.899088,6.691698,3.338445,10.491982,1.671875,3.338445,10.491982,2.714701,0.032003,13.353781,1.090705,1.122496
239,9.560,2.870936,5.801428,3.247224,8.197641,2.054464,3.247224,8.197641,2.541435,0.021626,12.988894,1.235593,1.063436
240,9.600,2.298573,4.617662,2.701745,4.893396,2.135268,2.701745,4.893396,2.453608,0.035452,10.806980,1.081770,0.710270
241,9.640,1.143140,2.575621,1.867002,1.927359,1.583482,1.867002,2.575621,1.892411,0.016305,7.468006,0.859178,0.169821
242,9.680,0.463125,1.775251,1.352723,1.217453,1.024554,1.217453,1.775251,1.593750,0.010952,4.869812,0.698449,-0.250725
243,9.720,0.146114,1.832364,0.971444,1.121698,0.920536,0.971444,1.832364,1.245283,0.011675,3.885775,0.684348,-0.410001
244,9.760,0.210151,1.780804,0.714701,1.065094,0.512946,0.714701,1.780804,1.021153,0.034236,2.858805,0.630683,-0.576227
245,9.800,0.239492,2.070598,1.144632,1.490566,0.572768,1.144632,2.070598,0.676891,0.025041,4.578530,1.348178,-0.297872
246,9.840,0.277359,3.278160,1.366208,1.985849,0.720536,1.366208,3.278160,1.492068,0.033859,5.464833,1.259783,-0.154414
247,9.880,0.271808,3.269699,1.286621,2.270755,0.909375,1.286621,3.269699,1.746959,0.027488,5.146483,0.794449,-0.205942
248,9.920,0.305313,1.506081,0.654944,1.321698,0.245982,0.654944,1.506081,0.706769,0.040246,2.619778,0.533836,-0.614916
249,9.960,0.566614,1.504231,0.748017,1.312736,0.524107,0.748017,1.504231,0.909906,0.091724,2.992068,0.925377,-0.554657
250,10.000,0.569588,1.575886,0.695928,1.147642,0.438839,0.695928,1.575886,1.504759,0.084105,2.783712,0.576418,-0.588382
251,10.040,0.582672,1.430725,0.781068,1.227358,0.505357,0.781068,1.430725,1.070283,0.034368,3.124273,0.606645,-0.533259
252,10.080,1.007534,3.234796,1.604707,4.436321,1.340179,1.604707,4.436321,1.158911,0.015698,6.418826,1.439719,0.000000
253,10.120,0.980769,4.526176,2.859334,8.433019,2.092411,2.859334,8.433019,2.151507,0.025386,11.437335,1.727476,0.812299
254,10.160,0.855868,4.664992,2.643839,10.150000,2.979018,2.979018,10.150000,1.807245,0.011429,11.916072,1.505029,0.889788
255,10.200,1.440325,5.300634,2.988895,9.859434,2.477679,2.988895,9.859434,2.599554,0.012841,11.955579,1.356493,0.896182
256,10.240,1.460151,3.952935,2.259651,5.605189,1.607143,2.259651,5.605189,2.508197,0.015435,9.038604,0.884793,0.424039
257,10.280,0.922680,2.234532,1.172924,4.481132,0.654018,1.172924,4.481132,1.511899,0.004762,4.691698,0.583531,-0.279554
258,10.320,0.396907,1.303014,0.461661,2.737264,0.510268,0.510268,2.737264,0.684576,0.006798,2.041071,0.464624,-0.708586
259,10.360,0.236915,1.442623,0.480434,3.253302,0.557143,0.557143,3.253302,0.512692,0.007077,2.228571,0.930691,-0.678237
260,10.400,0.116178,1.275780,0.522210,3.634434,0.565179,0.565179,3.634434,0.832143,0.003317,2.260714,0.840518,-0.673035
261,10.440,0.040048,0.882866,0.262824,2.820755,0.337054,0.337054,2.820755,0.390799,0.003448,1.348214,0.551218,-0.820733
262,10.480,0.052538,0.693548,0.280804,3.083019,0.450000,0.450000,3.083019,0.208620,0.007800,1.800000,0.900000,-0.747606
263,10.520,0.061459,0.905605,0.321787,4.112736,0.587946,0.587946,4.112736,0.696875,0.008801,2.351786,1.175893,-0.658294
264,10.560,0.042030,1.357483,1.307509,1.830189,0.258036,1.307509,1.830189,0.378107,0.006207,5.230037,2.432617,-0.192418
265,10.600,0.026963,1.311211,1.230830,0.396226,0.078571,0.396226,1.311211,0.434434,0.004745,1.584906,0.792453,-0.782422
266,10.640,0.010309,1.347700,1.787150,0.144811,0.042411,0.144811,1.787150,0.191981,0.006962,0.579245,0.289623,-0.945198
267,10.680,0.140761,1.366208,1.484400,0.398113,0.235714,0.398113,1.484400,0.118868,0.003071,1.592453,0.796226,-0.781200
268,10.720,0.110428,1.365680,1.135378,1.008491,0.286607,1.008491,1.365680,0.591981,0.004401,4.033962,2.016981,-0.386016
269,10.760,0.396907,1.745902,0.984400,1.758962,0.352232,0.984400,1.758962,0.945267,0.001560,3.937599,1.280730,-0.401613
270,10.800,0.950833,2.800106,1.908778,2.074057,0.478571,1.908778,2.800106,1.285299,0.004762,7.635114,1.711475,0.196869
271,10.840,1.891356,3.903490,2.769170,1.985849,0.772321,1.985849,3.903490,1.839503,0.005304,7.943396,1.271024,0.246768
272,10.880,2.151269,4.327869,3.019831,2.600472,0.843304,2.600472,4.327869,2.360391,0.007865,10.401887,1.238351,0.644701
273,10.920,1.431007,3.238763,2.160762,2.182547,0.969196,2.160762,3.238763,2.103649,0.007947,8.643046,0.968074,0.360014
274,10.960,0.579302,1.768112,0.973823,1.786321,0.653125,0.973823,1.786321,1.007668,0.007011,3.895293,0.625988,-0.408461
275,11.000,0.590999,1.837388,0.734003,1.666981,0.776339,0.776339,1.837388,0.550446,0.020920,3.105357,0.996511,-0.536320
276,11.040,0.895519,1.794818,1.102856,1.559434,0.864732,1.102856,1.794818,1.205357,0.006388,4.411423,1.256240,-0.324920
277,11.080,1.313244,1.956901,1.589635,1.062736,0.712500,1.313244,1.956901,1.279217,0.005961,5.252974,1.057117,-0.188706
278,11.120,1.863600,3.282390,2.329720,1.834434,0.945089,1.863600,3.282390,1.417129,0.010131,7.454401,1.382315,0.167619
279,11.160,2.218477,4.503438,2.921999,2.571698,1.204018,2.571698,4.503438,2.178477,0.004729,10.286793,1.430467,0.626072
280,11.200,1.916535,4.299577,2.776309,3.106132,1.427232,2.776309,4.299577,2.261237,0.005222,11.105235,1.250670,0.758545
281,11.240,1.223037,4.043892,2.236383,7.920755,1.814732,2.236383,7.920755,2.101269,0.003547,8.945532,1.025274,0.408974
282,11.280,0.593180,4.010576,1.487573,14.001886,3.048661,3.048661,14.001886,2.082760,0.003268,12.194643,1.457285,0.934878
283,11.320,0.334853,3.382866,1.602062,12.052830,3.145536,3.145536,12.052830,2.997321,0.006092,12.582143,1.238380,0.997599
284,11.360,0.178628,1.030936,0.704918,5.005661,1.584375,1.030936,5.005661,1.504759,0.012282,4.123744,0.457982,-0.371484
285,11.400,0.083069,0.607615,0.352723,4.190566,0.767857,0.607615,4.190566,0.541512,0.016519,2.430460,0.593875,-0.645560
286,11.440,0.078113,1.402961,0.446854,7.772170,1.532143,1.402961,7.772170,0.718139,0.011872,5.611845,2.227540,-0.130618
287,11.480,0.065623,1.920412,0.545479,10.235377,1.842411,1.842411,10.235377,1.781597,0.013596,7.369643,1.474084,0.153900
288,11.520,0.202220,1.502644,0.824696,5.760849,1.164732,1.164732,5.760849,1.589732,0.018522,4.658928,0.690963,-0.284858
289,11.560,0.319389,1.012692,0.596510,1.741038,0.465179,0.596510,1.741038,0.838181,0.007192,2.386039,0.491377,-0.652750
290,11.600,0.843378,1.278953,1.136171,1.447170,0.759375,1.136171,1.447170,0.892453,0.007586,4.544685,1.313012,-0.303350
291,11.640,1.781523,2.639873,2.316764,2.428774,1.116518,2.316764,2.639873,1.807245,0.028062,9.267055,1.716313,0.461016
292,11.680,2.321372,3.622951,2.950291,2.388679,1.169196,2.388679,3.622951,2.450027,0.014614,9.554717,1.122164,0.507577
293,11.720,2.353886,4.739027,3.891856,2.182076,0.999107,2.353886,4.739027,2.888155,0.019622,9.415544,0.881906,0.485051
294,11.760,2.669310,5.373347,3.858805,1.330660,0.765625,2.669310,5.373347,2.178033,0.019392,10.677240,1.053775,0.689270
295,11.800,2.969667,4.790852,3.105500,1.633019,0.965179,2.969667,4.790852,2.691713,0.022594,11.878668,1.219639,0.883734
296,11.840,2.850515,4.706240,2.408514,2.278774,0.826786,2.408514,4.706240,2.663561,0.049721,9.634056,0.899493,0.520419
297,11.880,2.303331,4.423850,1.977261,2.851415,0.830357,2.303331,4.423850,2.593378,0.039803,9.213323,0.876301,0.452319
298,11.920,1.780333,4.650978,1.847700,4.644811,1.329911,1.847700,4.650978,1.987708,0.020657,7.390799,0.806664,0.157324
299,11.960,1.951031,6.712851,1.743786,7.080660,2.150893,2.150893,7.080660,2.066614,0.024959,8.603572,1.061037,0.353624
300,12.000,1.452617,7.171867,1.557113,7.523113,2.486161,2.486161,7.523113,2.260709,0.055698,9.944643,1.149053,0.570691
301,12.040,0.728390,4.684030,1.125595,4.617925,1.709375,1.709375,4.684030,1.800446,0.017110,6.837500,0.841817,0.067767
302,12.080,0.138977,2.367530,0.367002,1.642925,0.700893,0.700893,2.367530,0.883482,0.009228,2.803571,0.522289,-0.585168
303,12.120,0.075139,1.091486,0.259122,0.810849,0.312946,0.312946,1.091486,0.451786,0.020591,1.251786,0.468740,-0.836341
304,12.160,0.135408,0.480698,0.269170,0.518396,0.157143,0.269170,0.518396,0.298661,0.007110,1.076679,0.538339,-0.864683
305,12.200,0.491078,0.601269,0.395558,0.371226,0.171429,0.395558,0.601269,0.269231,0.003465,1.582232,0.791116,-0.782854
306,12.240,1.316217,1.832364,0.929138,1.401415,0.533929,1.316217,1.832364,0.510377,0.008079,5.264869,2.632435,-0.186780
307,12.280,1.762292,3.296140,1.984400,3.307076,1.838393,1.984400,3.307076,1.847343,0.010246,7.937599,1.683321,0.245830
308,12.320,2.182593,5.301428,2.466684,7.895755,3.442857,3.442857,7.895755,2.074107,0.019770,13.771428,1.755910,1.190097
309,12.360,2.403251,5.299841,2.475145,10.028773,3.762500,3.762500,10.028773,3.334821,0.023744,15.050000,1.391218,1.397048
310,12.400,1.950436,4.251983,2.306452,7.412736,2.210268,2.306452,7.412736,2.419196,0.007619,9.225806,0.801684,0.454340
311,12.440,1.390960,2.645426,1.480434,5.383962,1.437946,1.480434,5.383962,1.536875,0.005205,5.921734,0.748436,-0.080460
312,12.480,0.802339,3.182179,1.439979,5.135849,1.917411,1.917411,5.135849,1.088422,0.004959,7.669643,1.460719,0.202458
313,12.520,0.608842,4.845320,2.125330,6.277359,2.613839,2.613839,6.277359,2.443750,0.008062,10.455358,1.480018,0.653356
314,12.560,0.456186,4.441037,1.512956,4.793868,1.857143,1.857143,4.793868,2.502679,0.004483,7.428571,0.750903,0.163438
315,12.600,0.676249,2.774194,1.319937,2.262736,0.623661,1.319937,2.774194,0.926230,0.010345,5.279746,0.769887,-0.184372
316,12.640,0.979381,2.080645,1.613432,2.030189,0.651339,1.613432,2.080645,1.444209,0.007028,6.453728,1.361294,0.005649
317,12.680,0.980373,2.454786,1.819408,2.433019,0.776339,1.819408,2.454786,1.577208,0.008095,7.277631,1.204341,0.139007
318,12.720,1.404837,4.268641,2.849550,5.678302,1.811161,2.849550,5.678302,1.795082,0.008686,11.398202,1.689980,0.805965
319,12.760,2.417724,6.760973,4.298784,8.829246,2.337946,4.298784,8.829246,2.621364,0.014877,17.195135,1.946716,1.744260
320,12.800,2.228985,6.629297,4.343469,6.298585,1.660268,4.343469,6.629297,3.538604,0.012085,17.373877,1.410224,1.773192
321,12.840,1.844171,4.317821,3.305658,3.488679,0.581696,3.305658,4.317821,2.518773,0.012282,13.222633,1.091449,1.101269
322,12.880,1.648097,3.777102,2.970122,3.033019,0.447321,2.970122,3.777102,2.530672,0.012742,11.880486,1.176415,0.884028
323,12.920,0.889770,2.315706,1.829720,3.339151,0.585268,1.829720,3.339151,2.197250,0.013760,7.318879,0.774006,0.145683
324,12.960,0.345559,1.919090,1.219989,3.675943,0.616071,1.219989,3.675943,0.896087,0.020788,4.879958,0.788785,-0.249082
325,13.000,0.092387,0.877314,0.568218,2.401415,0.564286,0.568218,2.401415,0.974554,0.013892,2.272871,0.607512,-0.671067
326,13.040,0.040841,0.636171,0.538075,1.944811,0.183036,0.538075,1.944811,0.786621,0.011133,2.152300,0.611041,-0.690583
327,13.080,0.124108,0.597832,0.487573,2.344811,0.491071,0.491071,2.344811,0.724749,0.018243,1.964286,0.649836,-0.721015
328,13.120,0.130056,0.540190,0.344262,2.634906,0.483482,0.483482,2.634906,0.636161,0.014647,1.933929,0.710528,-0.725928
329,13.160,0.086836,0.387361,0.260444,1.482547,0.235714,0.260444,1.482547,0.476203,0.007865,1.041777,0.468272,-0.870333
330,13.200,0.152260,0.656795,0.461132,3.920283,0.671875,0.656795,3.920283,0.473823,0.026519,2.627181,1.313591,-0.613718
331,13.240,0.173672,0.683765,0.449233,5.238207,1.071429,0.683765,5.238207,0.912946,0.034286,2.735061,0.986127,-0.596257
332,13.280,0.254560,1.640666,1.180328,6.729717,1.316071,1.316071,6.729717,0.856425,0.033120,5.264286,1.487615,-0.186875
333,13.320,0.340206,1.764410,1.296933,5.772170,0.944643,1.296933,5.772170,1.848493,0.043120,5.187731,0.958944,-0.199266
334,13.360,0.147502,0.482020,0.370439,0.645283,0.106250,0.370439,0.645283,0.524326,0.016535,1.481756,0.312235,-0.799117
335,13.400,0.130849,0.411158,0.238234,0.316981,0.070982,0.238234,0.411158,0.268112,0.013300,0.952935,0.476467,-0.884713
336,13.440,0.113799,0.448704,0.267583,0.246226,0.061607,0.246226,0.448704,0.320730,0.017619,0.984906,0.492453,-0.879538
337,13.480,0.054917,0.277631,0.113168,0.067453,0.029018,0.067453,0.277631,0.085377,0.009310,0.269811,0.134906,-0.995284
338,13.520,,,,,,,,0.081174,,,,
