frame,time_s,forehead_curvature_px,left_cheek_curvature_px,right_cheek_curvature_px,left_chin_curvature_px,right_chin_curvature_px,rigid_curvature_px,local_peak_curvature_px,rigid_velocity_px,hood_curvature_px,face_to_hood_curvature_ratio,curvature_velocity_ratio,robust_z
557,22.280,0.657415,0.823374,3.214437,1.897170,4.016964,1.897170,4.016964,1.070381,0.144220,7.588679,1.457196,-0.064307
558,22.320,0.712530,0.934691,3.910894,1.920755,4.991964,1.920755,4.991964,1.948585,0.184663,7.683019,1.272459,-0.046707
559,22.360,0.574346,0.791116,1.624802,1.535377,2.460268,1.535377,2.460268,1.836792,0.197980,6.141510,0.811215,-0.334300
560,22.400,0.384219,0.550767,1.084876,0.770283,1.618304,0.770283,1.618304,0.557641,0.219212,3.081132,0.643395,-0.905264
561,22.440,0.403648,0.798784,2.498414,0.592925,1.734821,0.798784,2.498414,0.621629,0.231084,3.195135,1.354708,-0.883994
562,22.480,0.418914,0.494183,1.923850,0.750472,1.693304,0.750472,1.923850,0.841038,0.199737,3.001887,1.026169,-0.920048
563,22.520,0.398295,0.396616,1.644897,0.533962,1.053125,0.533962,1.644897,0.658382,0.282348,1.891149,0.712225,-1.081621
564,22.560,0.717684,1.210735,2.715759,1.125472,2.784375,1.210735,2.784375,0.526170,0.278982,4.339833,2.044209,-0.576570
565,22.600,1.228588,1.594659,4.005288,1.574057,2.996428,1.594659,4.005288,1.639344,0.309146,5.158269,1.472776,-0.290061
566,22.640,1.186558,1.792967,3.485986,2.106604,5.258036,2.106604,5.258036,2.240682,0.282972,7.444564,1.085871,0.091986
567,22.680,0.816812,1.189582,2.226864,1.481132,4.149554,1.481132,4.149554,1.432990,0.191987,5.924528,0.806350,-0.374782
568,22.720,0.884615,0.690904,2.443945,1.250943,3.737054,1.250943,3.737054,1.508723,0.219622,5.003774,0.850486,-0.546564
569,22.760,0.623117,0.395822,1.420941,0.418868,1.393750,0.623117,1.420941,0.873513,0.092233,2.492466,0.523136,-1.015089
570,22.800,0.651665,0.857747,1.452406,0.828774,1.703125,0.857747,1.703125,0.515094,0.178916,3.430989,1.235406,-0.839992
571,22.840,0.566416,0.523797,2.249603,0.948585,2.120982,0.948585,2.249603,0.716552,0.154335,3.794340,1.540353,-0.772203
572,22.880,0.376685,0.758065,3.750661,1.477358,4.155357,1.477358,4.155357,1.139623,0.094039,5.909434,1.591831,-0.377598
573,22.920,0.332276,0.639080,1.815706,1.088679,2.487500,1.088679,2.487500,1.538679,0.120443,4.354717,0.812962,-0.667656
574,22.960,0.405234,0.755685,1.189582,2.160849,3.827679,1.189582,3.827679,1.069811,0.144614,4.758329,0.912085,-0.592355
575,23.000,0.342387,0.666314,3.359598,1.327358,3.084375,1.327358,3.359598,1.388679,0.180722,5.309434,1.079816,-0.489538
576,23.040,0.243259,0.685616,2.630090,2.220283,3.016071,2.220283,3.016071,0.920283,0.164762,8.881132,1.923187,0.176821
577,23.080,0.214314,1.161819,2.538075,3.554717,3.128572,2.538075,3.554717,1.826018,0.080739,10.152301,1.848359,0.413978
578,23.120,0.181205,0.953728,2.111845,1.315566,1.229464,1.229464,2.111845,1.275000,0.132972,4.917857,0.792942,-0.562593
579,23.160,0.084259,0.793495,1.191962,0.710377,1.101786,0.793495,1.191962,0.640094,0.222463,3.173982,0.828675,-0.887941
580,23.200,0.178826,0.414860,0.929138,0.678302,2.011607,0.678302,2.011607,0.600476,0.143350,2.713207,1.093532,-0.973906
581,23.240,0.305313,0.540984,1.139873,0.916038,1.857143,0.916038,1.857143,0.962264,0.115452,3.664151,1.172348,-0.796492
582,23.280,0.461935,0.869381,1.493919,1.057076,2.811161,1.057076,2.811161,1.251415,0.147159,4.228302,0.955039,-0.691240
583,23.320,0.398890,0.329455,1.006875,0.523113,1.112054,0.523113,1.112054,0.527358,0.148030,2.092453,0.588173,-1.089718
584,23.360,0.242863,0.466949,0.973559,0.647170,0.918304,0.647170,0.973559,0.703774,0.115238,2.588679,1.051341,-0.997139
585,23.400,0.496431,0.520888,0.457959,0.479717,0.876339,0.496431,0.876339,0.592925,0.153892,1.985726,0.765685,-1.109629
586,23.440,0.602696,0.712057,1.087784,0.491509,1.117411,0.712057,1.117411,0.707562,0.181215,2.848228,1.095062,-0.948715
587,23.480,0.537867,0.661026,1.413802,0.821226,1.238839,0.821226,1.413802,0.915124,0.127701,3.284906,1.012181,-0.867246
588,23.520,0.519627,0.953728,1.675568,0.978302,0.935268,0.953728,1.675568,0.663670,0.131658,3.814913,1.208173,-0.768365
589,23.560,0.532910,1.024590,2.217345,2.306132,1.696429,1.696429,2.306132,1.078302,0.141576,6.785714,1.947711,-0.214114
590,23.600,0.807494,0.882866,1.861185,1.687264,1.705804,1.687264,1.861185,1.398661,0.123695,6.749057,1.362365,-0.220953
591,23.640,0.850912,0.815706,2.318879,0.770755,1.349107,0.850912,2.318879,1.417526,0.153530,3.403648,0.604301,-0.845093
592,23.680,0.911975,1.245108,3.211264,1.346698,1.614286,1.346698,3.211264,1.846550,0.142381,5.386793,0.825163,-0.475105
593,23.720,0.988303,1.361185,4.223162,1.724057,2.387500,1.724057,4.223162,2.431007,0.104138,6.896226,0.806094,-0.193496
594,23.760,1.381245,1.640666,4.922792,2.322642,2.991964,2.322642,4.922792,2.479382,0.129212,9.290566,0.946011,0.253207
595,23.800,0.917922,0.818350,2.073242,1.110377,1.882143,1.110377,2.073242,1.576887,0.058325,4.441509,0.547487,-0.651463
596,23.840,0.676447,0.691698,2.293760,1.070283,2.635714,1.070283,2.635714,0.772799,0.052036,4.281132,0.911001,-0.681384
597,23.880,0.652260,0.681386,1.571126,0.903302,1.176339,0.903302,1.571126,1.044685,0.046388,3.613208,0.994013,-0.805996
598,23.920,0.954798,1.100476,4.272607,1.362736,2.450446,1.362736,4.272607,1.086198,0.093924,5.450943,1.279034,-0.463137
599,23.960,2.125297,1.682708,3.812798,1.372170,3.140179,2.125297,3.812798,1.819672,0.096650,8.501189,1.462762,0.105936
600,24.000,2.605472,2.261237,3.051824,1.249528,2.722768,2.605472,3.051824,2.712850,0.108095,10.421887,1.149679,0.464274
601,24.040,3.329699,3.067160,3.940508,1.716509,2.660714,3.067160,3.940508,2.973823,0.116585,12.268641,1.078719,0.808815
602,24.080,3.284893,3.111845,4.074299,2.117453,3.819643,3.284893,4.074299,4.019038,0.142529,13.139572,0.939499,0.971302
603,24.120,2.440523,2.401375,3.275251,1.598585,2.895536,2.440523,3.275251,3.782126,0.106453,9.762094,0.625682,0.341178
604,24.160,1.636796,1.583025,2.676891,1.660377,3.609375,1.660377,3.609375,2.350873,0.073235,6.641510,0.541457,-0.241017
605,24.200,0.647105,1.127975,2.452935,1.994340,2.912946,1.994340,2.912946,1.964151,0.058785,7.977358,0.924370,0.008207
606,24.240,0.459556,1.110524,3.060286,1.608491,2.288393,1.608491,3.060286,1.257075,0.076667,6.433962,0.998682,-0.279739
607,24.280,0.801745,1.157324,1.557642,1.735377,2.293750,1.557642,2.293750,0.949528,0.174384,6.230566,1.411800,-0.317685
608,24.320,0.743061,0.637493,1.556848,1.261321,1.622768,1.261321,1.622768,1.629245,0.156076,5.045283,0.978233,-0.538819
609,24.360,0.686955,0.588577,2.056055,0.961321,2.420536,0.961321,2.420536,1.078794,0.046880,3.845283,0.709975,-0.762699
610,24.400,0.830492,0.850344,1.604442,0.622170,1.319643,0.850344,1.604442,1.134219,0.102808,3.401375,0.768494,-0.845517
611,24.440,0.464711,0.395294,1.388419,0.439623,1.391964,0.464711,1.391964,0.574299,0.120772,1.858842,0.543992,-1.133302
612,24.480,0.283505,0.421735,1.459545,0.443396,1.127679,0.443396,1.459545,0.350472,0.030230,1.773585,0.886792,-1.149208
613,24.520,0.359040,0.552882,1.020095,0.472170,1.241518,0.552882,1.241518,0.367925,0.022578,2.211528,1.105764,-1.067502
614,24.560,0.325337,0.654680,1.743786,1.107075,2.136161,1.107075,2.136161,0.673718,0.021938,4.428302,2.125635,-0.653927
615,24.600,0.398890,0.562665,1.016393,1.252358,2.350446,1.016393,2.350446,0.804072,0.027422,4.065574,1.375559,-0.721600
616,24.640,0.357256,0.467742,0.995505,0.930189,1.337054,0.930189,1.337054,0.529144,0.028210,3.720755,1.395406,-0.785932
617,24.680,0.358049,0.383924,0.514543,0.538679,0.632143,0.514543,0.632143,0.564252,0.032332,2.058170,0.941183,-1.096114
618,24.720,0.369350,0.528292,1.149921,1.017453,1.683036,1.017453,1.683036,0.579852,0.091642,4.069811,1.778603,-0.720809
619,24.760,0.320975,0.515071,1.162348,1.527359,2.071875,1.162348,2.071875,0.536792,0.069951,4.649392,2.081859,-0.612679
620,24.800,0.680214,0.892121,1.360920,1.175472,1.724554,1.175472,1.724554,0.796933,0.152069,4.701887,1.762689,-0.602885
621,24.840,0.752181,1.058699,1.868324,1.586792,2.186161,1.586792,2.186161,0.997819,0.152939,6.347170,1.768258,-0.295931
622,24.880,3.455393,3.571655,5.679534,2.055660,4.248214,3.571655,5.679534,1.767925,0.295911,12.070020,2.582781,1.185302
623,24.920,6.374108,7.325225,8.203860,3.401887,7.065178,7.065178,8.203860,4.863300,0.483103,14.624566,2.130882,3.792396
624,24.960,9.717288,10.330777,11.015071,5.157075,9.881697,9.881697,11.015071,7.702538,0.532808,18.546453,1.572788,5.894265
625,25.000,10.936756,9.751719,11.215494,4.555189,9.595983,9.751719,11.215494,8.778688,0.498079,19.578665,1.183373,5.797267
626,25.040,8.906820,6.625066,6.888683,2.955189,5.580357,6.625066,8.906820,7.160761,0.507865,13.044927,0.831279,3.463956
627,25.080,5.055511,3.350079,4.475145,2.070755,3.695982,3.695982,5.055511,4.347435,0.326650,11.314799,0.642322,1.278083
628,25.120,3.456780,2.760180,3.240613,1.410849,2.373214,2.760180,3.456780,1.845089,0.179491,11.040719,0.891455,0.579727
629,25.160,2.307097,1.567160,3.125859,1.051887,2.138393,2.138393,3.125859,2.092189,0.148703,8.553572,1.086229,0.115709
630,25.200,4.767447,2.987044,4.115283,2.164623,2.823214,2.987044,4.767447,2.320994,0.329754,9.058409,1.353691,0.749027
631,25.240,6.890167,4.421734,5.154944,3.884434,4.544643,4.544643,6.890167,4.331835,0.459425,9.892017,1.366229,1.911409
632,25.280,8.343576,5.464304,7.259122,6.167453,6.814286,6.814286,8.343576,4.935268,0.788571,8.641305,1.470640,3.605164
633,25.320,8.377676,5.341354,7.540190,5.356604,7.026339,7.026339,8.377676,6.753572,0.814007,8.631797,1.202230,3.763412
634,25.360,6.760508,4.270227,6.317557,2.550000,4.946875,4.946875,6.760508,5.180804,0.626437,7.896847,0.829013,2.211581
635,25.400,5.251784,2.970386,5.485986,1.409434,4.138839,4.138839,5.485986,4.798214,0.582200,7.108961,0.829508,1.608572
636,25.440,3.379461,1.920941,4.245109,1.233491,3.322768,3.322768,4.245109,4.447321,0.390197,8.515615,0.718783,0.999566
637,25.480,1.896114,1.135114,3.238498,0.760377,1.894196,1.894196,3.238498,2.637946,0.227685,7.576786,0.534686,-0.066526
638,25.520,1.045797,0.765997,1.298255,0.546698,0.798661,0.798661,1.298255,0.795536,0.158424,3.194643,0.465219,-0.884086
639,25.560,1.062252,0.752512,1.750397,1.936321,1.496875,1.496875,1.936321,0.875198,0.091018,5.987500,1.791877,-0.363033
640,25.600,0.818200,0.880751,1.127446,1.602358,1.335714,1.127446,1.602358,1.602358,0.085862,4.509783,0.910127,-0.638725
641,25.640,1.167922,0.895029,2.017980,1.193868,1.127679,1.167922,2.017980,0.930196,0.055681,4.671689,0.922328,-0.608519
642,25.680,1.798969,1.534902,2.893443,2.682547,2.812500,2.682547,2.893443,1.394196,0.140411,10.730188,2.308171,0.521792
643,25.720,4.568795,4.025912,4.407456,3.325943,3.687054,4.025912,4.568795,2.056584,0.140969,16.103649,2.333334,1.524298
644,25.760,4.942704,4.907192,5.137229,3.642453,3.738839,4.907192,5.137229,5.178477,0.105780,19.628767,1.356503,2.181966
645,25.800,4.063442,3.698043,4.141459,1.834906,2.709821,3.698043,4.141459,4.362242,0.123612,14.792173,0.775213,1.279621
646,25.840,3.357256,2.528292,4.050502,1.224057,2.943750,2.943750,4.050502,3.971179,0.207652,11.775000,0.706492,0.716719
647,25.880,2.396709,1.754892,2.751983,1.186321,1.266964,1.754892,2.751983,2.760444,0.289737,6.056838,0.521387,-0.170485
648,25.920,1.800159,1.471179,3.981227,1.733019,2.749107,1.800159,3.981227,1.912500,0.520263,3.460095,0.770460,-0.136703
649,25.960,1.639175,1.176890,2.971972,1.414151,2.088839,1.639175,2.971972,3.292228,0.605961,2.705086,0.629879,-0.256840
650,26.000,0.926447,0.747224,1.965891,1.383962,1.395536,1.383962,1.965891,1.738699,0.316814,4.368369,0.550182,-0.447296
651,26.040,0.951229,0.974881,2.161819,1.136321,1.494643,1.136321,2.161819,2.022998,0.336699,3.374881,0.604153,-0.632102
652,26.080,0.809477,0.821787,2.813326,1.572641,1.745089,1.572641,2.813326,1.957970,0.250345,6.281901,0.790080,-0.306492
653,26.120,0.976011,0.862771,3.060814,1.429245,1.499107,1.429245,3.060814,1.898097,0.256420,5.573836,0.741297,-0.413503
654,26.160,0.985329,0.668165,1.817028,0.778774,1.094196,0.985329,1.817028,1.837946,0.240279,3.941316,0.527472,-0.744782
655,26.200,1.431602,1.257007,2.122422,0.693396,1.753125,1.431602,2.122422,1.883228,0.397455,3.601923,0.769436,-0.411744
656,26.240,2.651071,1.876785,3.773400,1.218868,2.629911,2.629911,3.773400,1.981364,0.349327,7.528512,1.361029,0.482511
657,26.280,3.463917,3.850079,4.989688,1.307076,2.731250,3.463917,4.989688,3.470262,0.409885,8.450949,1.270783,1.104901
658,26.320,5.531721,4.965098,6.620306,1.842924,2.832589,4.965098,6.620306,4.455315,0.476486,10.420238,1.252930,2.225180
659,26.360,6.653251,6.106822,8.828398,3.472170,4.234821,6.106822,8.828398,4.622951,0.503580,12.126825,1.345372,3.077208
660,26.400,7.612014,7.459016,10.460074,6.241509,4.749107,7.459016,10.460074,5.540984,0.548916,13.588623,1.467742,4.086304
661,26.440,8.678628,7.740613,10.400053,7.169340,5.381250,7.740613,10.400053,6.228980,0.423251,18.288462,1.315317,4.296450
662,26.480,8.809080,6.977261,9.110788,4.801887,5.551339,6.977261,9.110788,6.415653,0.550148,12.682521,1.103593,3.726786
663,26.520,8.069389,5.175304,6.495770,1.646698,2.899554,5.175304,8.069389,5.199894,0.448966,11.527175,0.891099,2.382049
664,26.560,5.449246,3.705447,5.696457,1.525472,3.558482,3.705447,5.696457,4.560814,0.520394,7.120463,0.759258,1.285146
665,26.600,4.530135,2.876520,4.401111,1.677359,2.724554,2.876520,4.530135,4.069275,0.440246,6.533889,0.666626,0.666548
666,26.640,5.704996,2.756478,5.392385,1.246698,2.181696,2.756478,5.704996,3.161555,0.586798,4.697491,0.762424,0.576964
667,26.680,5.499009,1.936277,4.474617,0.908019,1.928571,1.936277,5.499009,3.536489,0.646519,2.994927,0.578162,-0.035123
668,26.720,2.835845,1.743786,3.718403,1.275472,2.825000,2.825000,3.718403,2.770492,0.556158,5.079495,0.895833,0.628100
669,26.760,2.078113,1.280804,3.167372,1.583019,4.042411,2.078113,4.042411,3.401786,0.516650,4.022281,0.673370,0.070724
670,26.800,2.143537,1.122158,3.817028,1.952358,3.812500,2.143537,3.817028,3.111023,0.545435,3.929957,0.658253,0.119548
671,26.840,3.827716,2.326283,4.971972,3.154717,4.152678,3.827716,4.971972,2.139609,1.175419,3.256470,1.458002,1.376392
672,26.880,3.477201,2.518509,4.562401,3.332547,3.507143,3.477201,4.562401,5.536082,1.204433,2.887001,0.906029,1.114814
673,26.920,1.253965,0.787414,2.324696,1.333962,1.892411,1.333962,2.324696,2.268834,0.606519,2.199375,0.341826,-0.484609
674,26.960,0.832276,0.881015,2.979640,1.705660,1.872321,1.705660,2.979640,1.749528,0.579754,2.942043,0.848933,-0.207224
675,27.000,0.663362,0.936013,2.597039,1.779245,2.133929,1.779245,2.597039,1.916981,0.662463,2.685803,0.970539,-0.152310
676,27.040,1.613600,1.534902,3.885510,3.595755,3.353571,3.353571,3.885510,2.692924,0.820082,4.089312,1.454941,1.022554
677,27.080,1.678628,1.267583,3.607615,2.691981,2.900446,2.691981,3.607615,3.606604,0.790640,3.404811,0.854661,0.528832
678,27.120,2.241079,1.393443,3.948440,1.998113,2.429911,2.241079,3.948440,2.743304,0.491002,4.564300,0.705862,0.192340
679,27.160,2.871332,1.725013,2.679799,1.890566,1.973661,1.973661,2.871332,2.552679,0.215304,7.894643,0.745343,-0.007225
680,27.200,3.364790,2.738234,3.641195,2.139151,2.283482,2.738234,3.641195,2.031250,0.212250,10.952935,1.194710,0.563349
681,27.240,6.859833,5.329984,6.472237,4.297641,3.062946,5.329984,6.859833,3.370968,0.473235,11.262874,1.973258,2.497482
682,27.280,6.991475,5.996034,7.325754,4.974528,3.591518,5.996034,7.325754,6.368059,0.381215,15.728740,1.231341,2.994531
683,27.320,4.571174,4.626917,6.075357,5.364623,4.025446,4.626917,6.075357,4.888947,0.477734,9.685132,0.822051,1.972807
684,27.360,3.291039,3.999736,4.743258,5.894340,4.737500,4.737500,5.894340,4.751586,0.254154,18.640247,0.982829,2.055331
685,27.400,1.964116,2.550767,2.794553,4.103774,3.229464,2.794553,4.103774,3.316217,0.224696,11.178212,0.692767,0.605378
686,27.440,1.562649,1.793760,2.642253,4.282547,4.022321,2.642253,4.282547,2.036321,0.126782,10.569011,0.987290,0.491722
687,27.480,1.629262,2.202009,2.451084,3.050943,2.475446,2.451084,3.050943,2.596774,0.112414,9.804337,1.058076,0.349059
688,27.520,0.968279,1.161819,1.853252,3.626415,2.504464,1.853252,3.626415,2.014151,0.074893,7.413009,0.803853,-0.097082
689,27.560,1.041634,0.924907,1.662348,3.432076,2.215625,1.662348,3.432076,1.641988,0.124614,6.649392,0.909346,-0.239547
690,27.600,1.242665,0.952935,1.700952,1.749057,1.731250,1.700952,1.749057,2.112264,0.163218,6.803808,0.906147,-0.210738
691,27.640,1.408010,0.924643,2.323374,1.714623,2.270089,1.714623,2.323374,1.352459,0.243465,6.858490,0.989760,-0.200536
692,27.680,1.531523,0.832099,2.684030,1.017453,1.800000,1.531523,2.684030,2.182589,0.192496,6.126091,0.866479,-0.337177
693,27.720,1.252776,0.764410,2.432311,0.639623,1.060268,1.060268,2.432311,1.750000,0.140328,4.241071,0.539221,-0.688858
694,27.760,1.510111,0.806980,1.610259,0.925943,1.076339,1.076339,1.610259,1.872321,0.255402,4.214290,0.594281,-0.676864
695,27.800,1.397502,0.689582,1.625859,0.683491,0.786161,0.786161,1.625859,1.491539,0.205484,3.144643,0.467416,-0.893415
696,27.840,1.795995,1.135114,2.330249,0.995755,1.731696,1.731696,2.330249,1.014543,0.293793,5.894272,1.381995,-0.187794
697,27.880,2.497423,1.693813,3.382073,1.404245,2.133036,2.133036,3.382073,2.452232,0.481576,4.429278,1.230559,0.111711
698,27.920,0.726804,0.691433,1.160497,2.544340,1.812054,1.160497,2.544340,1.263353,0.124269,4.641988,0.624665,-0.614060
699,27.960,0.567209,0.743258,1.264675,3.473113,3.043303,1.264675,3.473113,1.271021,0.123284,5.058699,0.998018,-0.536316
700,28.000,0.886400,1.089635,1.760180,1.184906,1.659821,1.184906,1.760180,1.123480,0.131790,4.739623,0.989689,-0.595845
701,28.040,0.639572,1.109730,2.719196,1.987264,2.209375,1.987264,2.719196,1.656604,0.127685,7.949057,1.429644,0.002927
702,28.080,1.221451,1.225013,2.580909,2.416981,3.242411,2.416981,3.242411,2.753302,0.187077,9.667925,1.096160,0.323610
703,28.120,0.853291,1.202538,2.098361,1.360849,1.509821,1.360849,2.098361,1.244580,0.264598,5.143087,0.680785,-0.464545
704,28.160,0.929421,1.201745,2.437864,1.931604,2.107143,1.931604,2.437864,1.739151,0.226420,7.726415,1.294757,-0.038611
705,28.200,0.588224,0.653622,1.654151,2.216509,2.217857,1.654151,2.217857,1.402697,0.249507,6.616605,1.052980,-0.245664
706,28.240,1.437550,1.167107,1.568218,1.294340,2.041964,1.437550,2.041964,1.174057,0.515172,2.790424,1.115783,-0.407306
707,28.280,2.575932,0.818350,2.222369,1.400000,2.857589,2.222369,2.857589,1.799366,0.745714,2.980189,1.494823,0.178377
708,28.320,4.155234,0.838445,3.538340,1.336321,3.105357,3.105357,4.155234,3.585669,0.856568,3.625347,1.153329,0.837320
709,28.360,5.567605,1.098889,3.775516,2.344340,3.796429,3.775516,5.567605,4.754098,0.756338,4.991835,0.905425,1.337436
710,28.400,5.721055,1.183501,3.511899,1.883491,3.141964,3.141964,5.721055,4.264675,0.653268,4.809613,0.696761,0.864639
711,28.440,4.435171,1.094659,2.293495,2.220283,2.219643,2.220283,4.435171,2.016071,0.621642,3.571643,0.707013,0.176821
712,28.480,3.154837,1.042570,2.505024,1.221698,1.715625,1.715625,3.154837,1.645690,0.551708,3.109663,0.937049,-0.199788
713,28.520,2.037867,0.835537,2.220254,1.288679,1.596875,1.596875,2.220254,2.508036,0.207652,6.387500,0.768888,-0.288407
714,28.560,0.869350,0.708884,1.515600,2.864151,3.275893,1.515600,3.275893,1.012292,0.204565,6.062401,0.861056,-0.349059
715,28.600,0.588818,0.503702,1.098625,2.633962,2.297321,1.098625,2.633962,0.817028,0.148736,4.394500,1.201130,-0.660233
716,28.640,0.507732,0.861713,1.292438,1.719340,2.733482,1.292438,2.733482,1.025383,0.154499,5.169752,1.402985,-0.515598
717,28.680,0.421094,0.805394,1.051296,0.967925,0.914732,0.914732,1.051296,0.700952,0.070821,3.658929,1.059739,-0.797466
718,28.720,0.497423,0.558170,1.813591,1.077358,2.165625,1.077358,2.165625,0.665345,0.086601,4.309434,1.577049,-0.676104
719,28.760,0.653846,0.540190,1.030672,0.610849,1.521429,0.653846,1.521429,0.746166,0.056338,2.615385,0.926449,-0.992156
720,28.800,0.686162,0.898466,1.340561,1.153774,2.230803,1.153774,2.230803,0.782655,0.136158,4.615094,1.509364,-0.619078
721,28.840,1.071570,0.966949,1.313855,1.250943,2.070982,1.250943,2.070982,1.592015,0.201363,5.003774,1.053573,-0.546564
722,28.880,1.522403,1.510841,2.182708,2.739151,4.962500,2.182708,4.962500,1.854911,0.258539,8.442482,1.266466,0.148779
723,28.920,2.209358,2.323374,3.281333,1.943868,3.237947,2.323374,3.281333,2.717288,0.436716,5.320103,1.016305,0.253754
724,28.960,2.859040,3.127975,3.791116,2.768396,3.953125,3.127975,3.953125,3.450446,0.556026,5.625587,1.014303,0.854199
725,29.000,2.885408,3.348228,4.936013,2.810377,4.069643,3.348228,4.936013,4.246959,0.502709,6.660366,0.869963,1.018567
726,29.040,3.632633,2.940508,5.011370,1.441509,3.025446,3.025446,5.011370,3.245044,0.523612,5.778026,0.807647,0.777686
727,29.080,4.359437,3.455843,4.838181,1.249057,2.611161,3.455843,4.838181,4.200687,0.603810,5.723400,0.928275,1.098876
728,29.120,2.977597,2.423850,3.238763,1.217453,2.260714,2.423850,3.238763,4.221576,0.496519,4.881687,0.575582,0.328735
729,29.160,1.506939,0.914067,2.702803,1.062264,2.296875,1.506939,2.702803,2.637053,0.189655,6.027756,0.439429,-0.355523
730,29.200,1.015067,1.230037,1.768905,1.925472,2.458036,1.768905,2.458036,1.640625,0.131708,7.075621,0.827040,-0.160027
731,29.240,0.722244,0.465891,1.611846,1.423585,1.208929,1.208929,1.611846,1.247753,0.069918,4.835714,0.837099,-0.577918
732,29.280,0.870936,0.925701,2.390005,2.569811,1.752232,1.752232,2.569811,0.991518,0.063777,7.008929,1.565003,-0.172469
733,29.320,0.696669,0.868588,1.873347,1.100000,1.382143,1.100000,1.873347,1.094196,0.055813,4.400000,1.054795,-0.659207
734,29.360,1.918914,1.508461,2.050502,1.021698,1.397321,1.508461,2.050502,1.092411,0.136847,6.033844,1.379728,-0.354387
735,29.400,1.787867,1.629561,4.280540,1.424528,3.012500,1.787867,4.280540,1.923585,0.172233,7.151467,1.185590,-0.145876
736,29.440,1.762688,1.213644,3.553147,1.365094,2.211607,1.762688,3.553147,3.868160,0.160690,7.050754,0.608690,-0.164666
737,29.480,1.340801,0.638022,2.512956,1.131604,1.278571,1.278571,2.512956,1.918750,0.085731,5.114286,0.441884,-0.525946
738,29.520,1.531721,0.882073,3.242464,1.320283,1.601786,1.531721,3.242464,2.641071,0.138867,6.126884,0.671834,-0.337029
739,29.560,1.448255,0.858276,1.925965,1.411792,1.693304,1.448255,1.925965,1.550767,0.132447,5.793021,0.690988,-0.399317
740,29.600,3.439136,2.360127,4.674246,1.083019,2.787946,2.787946,4.674246,1.574828,0.188966,11.151786,1.783946,0.600448
741,29.640,3.282117,2.739820,5.180328,1.793868,3.724554,3.282117,5.180328,3.704389,0.214959,13.128469,1.243411,0.969230
742,29.680,1.785488,1.722898,3.093601,1.815094,2.548214,1.815094,3.093601,1.633482,0.115484,7.260377,0.680082,-0.125557
743,29.720,3.648295,2.367266,4.541777,1.675000,2.955357,2.955357,4.541777,2.140931,0.125862,11.821428,1.565996,0.725381
744,29.760,4.759516,3.367795,4.621893,2.271226,3.904018,3.904018,4.759516,3.477679,0.144187,15.616072,1.389674,1.433333
745,29.800,8.032315,6.194606,7.596510,4.087736,5.604464,6.194606,8.032315,4.072768,0.282841,21.901392,1.640858,3.142718
746,29.840,7.734932,5.835801,8.244579,4.228302,5.094196,5.835801,8.244579,7.118456,0.338374,17.246582,1.042925,2.874955
747,29.880,4.130254,2.797462,5.284770,2.228774,3.659822,3.659822,5.284770,3.992597,0.150213,14.639286,0.658771,1.251098
748,29.920,3.064433,1.891856,5.591751,0.984906,3.118750,3.064433,5.591751,2.771814,0.117915,12.257732,0.906046,0.806780
749,29.960,3.639770,2.300370,6.712057,1.121226,3.150446,3.150446,6.712057,3.871531,0.306338,10.284208,0.948452,0.870969
750,30.000,3.848929,2.629826,6.632205,1.207547,3.090625,3.090625,6.632205,0.960074,0.321609,9.609878,1.279337,0.826326
751,30.040,3.132038,2.159440,3.878371,1.182076,2.395982,2.395982,3.878371,2.531250,0.116979,9.583928,1.372535,0.307939
752,30.080,4.226011,2.976203,4.903226,2.165566,3.467857,3.467857,4.903226,2.913538,0.160920,13.871428,1.273826,1.107841
753,30.120,8.159992,5.611317,7.892649,3.013207,4.572768,5.611317,8.159992,3.933369,0.360460,15.567109,1.639081,2.707430
754,30.160,8.339215,6.193019,8.087520,3.150943,4.171875,6.193019,8.339215,6.891063,0.293005,21.136229,1.144267,3.141534
755,30.200,4.720658,3.504495,4.371497,1.716038,2.081697,3.504495,4.720658,4.016129,0.113842,14.017980,0.642603,1.135183
756,30.240,3.831681,2.268377,4.041777,1.153302,3.170089,3.170089,4.041777,3.252776,0.168506,12.680357,0.872233,0.885628
757,30.280,1.707177,1.100740,2.505288,1.752358,3.120089,1.752358,3.120089,2.891554,0.134762,7.009434,0.570398,-0.172375
758,30.320,3.187748,2.595716,3.960603,2.121698,3.499107,3.187748,3.960603,2.032787,0.183514,12.750991,1.294690,0.898806
759,30.360,3.474029,2.252512,3.799313,1.173113,2.704911,2.704911,3.799313,3.859375,0.212282,10.819643,0.918139,0.538481
760,30.400,1.545401,0.817028,1.720518,1.419811,1.675000,1.545401,1.720518,1.700634,0.145567,6.181602,0.555898,-0.326820
761,30.440,1.456582,0.859598,3.523004,1.258019,1.682589,1.456582,3.523004,2.339286,0.102332,5.826328,0.721095,-0.393103
762,30.480,1.199445,0.661290,3.746430,0.814623,1.505804,1.199445,3.746430,2.979018,0.090033,4.797780,0.451063,-0.584995
763,30.520,1.823751,1.277102,4.199101,1.045755,2.104911,1.823751,4.199101,2.306696,0.158210,7.295004,0.690068,-0.119097
764,30.560,1.795599,1.660761,4.240613,2.238208,3.797768,2.238208,4.240613,3.881642,0.185550,8.952830,0.723363,0.190197
